AmenitiesId,Amenities
1019168,"TV, Wifi, Kitchen, Paid parking off premises, Pets live on this property, Cat(s), Free street parking, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Garden or backyard, Luggage dropoff allowed, Long term stays allowed"
10240767,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Pets live on this property, Cat(s), Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Children’s books and toys, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard, Luggage dropoff allowed, Long term stays allowed, Cleaning before checkout, Host greets you"
1022200,"Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Gym, Family/kid friendly, Washer, Dryer"
10227000,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Free parking on premises, Doorman, Gym, Elevator, Hot tub, Indoor fireplace, Buzzer/wireless intercom, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace"
10186755,"TV, Internet, Wifi, Air conditioning, Kitchen, Doorman, Elevator, Heating, Family/kid friendly, Washer, Essentials, 24-hour check-in, Hair dryer, Iron, Laptop friendly workspace"
10141950,"TV, Wifi, Air conditioning, Kitchen, Elevator, Buzzer/wireless intercom, Heating, Washer, Dryer, Essentials, Hair dryer, Iron, Laptop friendly workspace"
10184012,"Air conditioning, Kitchen, Free parking on premises, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Essentials, Hangers, Iron"
10233856,"TV, Wifi, Air conditioning, Doorman, Elevator, Family/kid friendly, Smoke detector, Essentials, Lock on bedroom door, Hangers, Hair dryer"
10215858,"TV, Wifi, Air conditioning, Doorman, Elevator, Family/kid friendly, Smoke detector, Essentials, Lock on bedroom door, Hangers, Hair dryer"
10199760,"TV, Internet, Wifi, Kitchen, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace"
10201975,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Free parking on premises, Smoking allowed, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Dryer, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Luggage dropoff allowed, Long term stays allowed, Host greets you"
10213499,"TV, Cable TV, Internet, Wifi, Pool, Kitchen, Free parking on premises, Pets live on this property, Dog(s), Heating, Washer, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection"
10264100,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, First aid kit, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50, Window guards, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed, Host greets you"
10209136,"Internet, Wifi, Kitchen, Free parking on premises, Heating, Family/kid friendly, Washer, Dryer, First aid kit, Essentials"
10220130,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Doorman, Gym, Elevator, Hot tub, Buzzer/wireless intercom, Family/kid friendly, Washer, Dryer, Safety card, Fire extinguisher, Essentials, Hangers, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50"
10166986,"TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Doorman, Gym, Elevator, Hot tub, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, 24-hour check-in, Hangers, Iron"
10166883,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Free street parking, Buzzer/wireless intercom, Heating, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, 24-hour check-in, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Microwave, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Other"
1016739,"TV, Internet, Wifi, Kitchen, Smoking allowed, Doorman, Free street parking, Family/kid friendly, Washer, Dryer, Smoke detector, Safety card, Fire extinguisher, Essentials, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Hot water"
10295352,"Cable TV, Wifi, Air conditioning, Wheelchair accessible, Smoking allowed, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Iron"
10267144,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Smoking allowed, Doorman, Breakfast, Elevator, Free street parking, Washer, First aid kit, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Luggage dropoff allowed, Long term stays allowed, Host greets you"
10266175,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Elevator, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Long term stays allowed, Other, Paid parking on premises"
10299095,"TV, Wifi, Kitchen, Pets live on this property, Cat(s), Elevator, Washer, Dryer, Fire extinguisher, Essentials, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50"
103161,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Free street parking, Heating, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Luggage dropoff allowed, Long term stays allowed, Other"
10269320,"TV, Cable TV, Internet, Wifi, Elevator, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Self check-in, Lockbox, Hot water, Bed linens, Extra pillows and blankets"
102995,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Buzzer/wireless intercom, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Private entrance"
10280433,"Internet, Wifi, Kitchen, Free parking on premises, Breakfast, Indoor fireplace, Heating, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Garden or backyard, Host greets you"
10306879,"TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Pets allowed, Doorman, Gym, Elevator, Hot tub, Buzzer/wireless intercom, Family/kid friendly, Washer, Dryer, Hangers, Iron, Laptop friendly workspace"
10423504,"TV, Internet, Wifi, Kitchen, Free parking on premises, Paid parking off premises, Smoking allowed, Pets allowed, Indoor fireplace, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private entrance, Bathtub, High chair, Fireplace guards, Pack ’n Play/travel crib, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, BBQ grill, Patio or balcony, Garden or backyard, Luggage dropoff allowed, Long term stays allowed"
10359729,"Internet, Wifi, Kitchen, Smoking allowed, Doorman, Heating, Washer, First aid kit, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace"
10317142,"TV, Cable TV, Internet, Wifi, Wheelchair accessible, Kitchen, Free parking on premises, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, Essentials, 24-hour check-in, Hair dryer, Iron, Laptop friendly workspace, Beachfront"
10578580,"TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises, Pets live on this property, Free street parking, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Self check-in, Keypad, Hot water, Luggage dropoff allowed, Long term stays allowed"
10664888,"TV, Cable TV, Wifi, Kitchen, Paid parking off premises, Elevator, Buzzer/wireless intercom, Heating, Family/kid friendly, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, High chair, Pack ’n Play/travel crib, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Stove, Long term stays allowed, Step-free access, Wide doorway, Step-free access, Wide doorway, Wide clearance to bed, Accessible-height bed, Step-free access, Wide doorway, Accessible-height toilet, Host greets you, Paid parking on premises"
10542174,"TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Doorman, Gym, Elevator, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace"
10570041,"TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Pets allowed, Gym, Elevator, Free street parking, Family/kid friendly, Washer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Private living room, Changing table, Stair gates, Children’s books and toys, Window guards, Babysitter recommendations, Room-darkening shades, Children’s dinnerware, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Garden or backyard, Beach essentials, Luggage dropoff allowed, Long term stays allowed"
1038163,"Cable TV, Internet, Wifi, Air conditioning, Kitchen, Doorman, Elevator, Heating, Family/kid friendly, Fire extinguisher, Essentials, Shampoo"
10448594,"TV, Cable TV, Internet, Wifi, Wheelchair accessible, Pool, Kitchen, Free parking on premises, Doorman, Elevator, Hot tub, Indoor fireplace, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Smoke detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace"
10487917,"TV, Cable TV, Internet, Wifi, Kitchen, Free street parking, Heating, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Microwave, Refrigerator, Dishes and silverware, Cooking basics, Stove, Single level home, Long term stays allowed, Host greets you, Handheld shower head"
10488837,"Internet, Wifi, Kitchen, Smoking allowed, Heating, Family/kid friendly, Washer, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace"
1069531,"TV, Cable TV, Wifi, Pool, Kitchen, Free parking on premises, Hot tub, Suitable for events, Washer, Dryer, Smoke detector, First aid kit, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Private entrance, Pack ’n Play/travel crib, Hot water, Luggage dropoff allowed, Host greets you"
10545725,"TV, Internet, Wifi, Kitchen, Pets allowed, Buzzer/wireless intercom, Family/kid friendly, Washer, Essentials, Laptop friendly workspace"
10332161,"Wifi, Air conditioning, Kitchen, Heating, Washer, Dryer, Smoke detector, First aid kit, Essentials, Lock on bedroom door, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50"
10612199,"Wifi, Air conditioning, Kitchen, Elevator, Buzzer/wireless intercom, Heating, Washer, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, Bed linens, Extra pillows and blankets"
10471178,"Wifi, Kitchen, Doorman, Elevator, Buzzer/wireless intercom, Dryer, Essentials, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace"
10519173,"TV, Cable TV, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Free parking on premises, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, First aid kit, Hangers, Hair dryer, Iron, Hot water, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Stove, Long term stays allowed, Well-lit path to entrance, Other"
10677883,"Internet, Air conditioning, Kitchen, Smoking allowed, Elevator, Family/kid friendly, Washer, Fire extinguisher, Hangers"
10373872,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Doorman, Gym, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Dryer, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Hot water, Luggage dropoff allowed, Long term stays allowed"
10548991,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Free parking on premises, Free street parking, Family/kid friendly, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Pack ’n Play/travel crib, Hot water, Other"
10596036,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Essentials, Hangers, Iron, Laptop friendly workspace"
1067052,"Wifi, Kitchen, Free parking on premises, Breakfast, Pets live on this property, Dog(s), Cat(s), Other pet(s), Essentials, Shampoo, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Bed linens, Microwave, Coffee maker, Refrigerator, Dishes and silverware"
10431455,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Smoking allowed, Pets allowed, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Laptop friendly workspace, translation missing: en.hosting_amenity_50"
10459480,"TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Indoor fireplace, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Smoke detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace"
10486984,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Heating, Family/kid friendly, Suitable for events, Washer, First aid kit, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Crib, Hot water, Bed linens, Extra pillows and blankets, Long term stays allowed, Step-free access, Host greets you"
10648267,"TV, Internet, Wifi, Kitchen, Buzzer/wireless intercom, Family/kid friendly, Essentials, Hangers, Laptop friendly workspace"
10675315,"TV, Wifi, Kitchen, Pets live on this property, Cat(s), Heating, Washer, Dryer, Smoke detector, Essentials, Hangers, Hair dryer, Laptop friendly workspace"
10354347,"TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises, Smoking allowed, Doorman, Elevator, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Hot water, Host greets you"
10383490,"Cable TV, Wifi, Kitchen, Smoking allowed, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Essentials, Lock on bedroom door, 24-hour check-in, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50"
10628126,"Internet, Wifi, Kitchen, Paid parking off premises, Buzzer/wireless intercom, Family/kid friendly, Washer, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed, Host greets you"
10639317,"Internet, Wifi, Kitchen, Smoking allowed, Buzzer/wireless intercom, Heating, Washer, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer"
10552362,"TV, Internet, Wifi, Kitchen, Buzzer/wireless intercom, Smoke detector, Essentials, Shampoo, Hangers, Iron"
1036027,"TV, Cable TV, Internet, Wifi, Kitchen, Elevator, Heating, Family/kid friendly, Washer, Essentials, Shampoo"
10343118,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Paid parking off premises, Elevator, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water"
10324377,"Cable TV, Internet, Wifi, Pool, Kitchen, Free parking on premises, Smoking allowed, Buzzer/wireless intercom, Lock on bedroom door, Iron, Laptop friendly workspace"
1042446,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Elevator, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Hot water"
10624493,"Air conditioning, Wheelchair accessible, Pool, Kitchen, Smoking allowed, Elevator, Family/kid friendly, Washer, Essentials, Hangers, Laptop friendly workspace"
10415637,"TV, Internet, Wifi, Air conditioning, Kitchen, Free parking on premises, Family/kid friendly, Essentials, Shampoo, Hair dryer, Iron"
10527212,"TV, Air conditioning, Kitchen, Heating, Essentials, Shampoo, 24-hour check-in, Hair dryer, Hot water"
